explain,url,__timestamp
i only have today to speak with anyone d/t my schedule on the rest of the week. I called out of internship to deal with this today. this is extremely urgent and i also have very limited time for the appeal process to my college. thank you. i really really really need to speak with someone today if in any way possible. i would appreciate it so much. i am desperate. thank you. ,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
I cannot seem to find confirmation of my online submission even though I did press submit and there was no info missing? How do I find out if it was received?,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"Great will finally visit with my kids,wasn’t able to afford but now with the discount I will go",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
We need to do more with the environment and human rights.  Baker needs to improve his visibility on where he stands and put money where his mouth is.,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"Good Morning,My feedback is not related to the website, even i find the information rich, valuable and very helpful. My feedback is related to an excellent customer service provided to me at the fall river location. Over all staff were very helpful and welcoming and demonstrated high level of proficiency. I want to mention  one particular Lady who helped me in registering my car this morning on counter 3. Her name was Janie and she was very nice, helpful, professional, quick  and very knowledgeable of all processes.   Thank you,Fareed Alhaddadalhaddadfareed68@gmail.com",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
You allow a crocodile but not a fox? Sorry that's just stupid. ,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
This is a ridiculous procedure.  Now the other part of this is that the government will need to employee Registry staff that know how to work and work reasonably quickly so the lines don't get any longer than they are now.  For as long as I have been alive the RMV has staff that crawl and are grumpy even the young ones.  We all know about nepotism in the government and this is the department t hat they all come to and don't know how to WORK.,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Can a Massachusetts CNA administer medication?,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Please send application for health safety net.,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Is it possible to buggy-board on this beach,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
I was looking to see if a renewal was being processed.  It would be nice to offer that information.  Thank you.,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Thank you,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"I'm a homeowner. This information is a wonderful improvement on what was available a few years ago. It's well organized and clear. Also, it appears the rules regarding DIY and small handyman jobs seem to have become more reasonable.",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Great website !,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"Yes, I have about 8 weeks of unemployment requested.  I have had 2 live calls, and I have just scheduled my third.  I need to know what is wrong?  I have nothing in my inbox, and I have answered questionnaires and other specific questions - still without any reimbursement.  This has been extremely frustrating, but more than that, it is a matter of finance emergency now - which is what unemployment assistance was for.  Regards, Mark Wesley",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
The phone # should be easier to find!,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
No.,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
nice,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
not at this time thank you,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"""The BBO does a great job of informing the public, but I feel something more should be done to really engage the community and make individuals feel comfortable to write in and even complain about attorneys that infringe on morality.I just had a case in my family wherein my ex-husband died, his sister had POA and """"reigned"""" above everything.  She hired an attorney, licensed in RI and MA.  My son never agreed to pay his fees at all, and even stated to him: """"Up to this moment, I am not responsible for your legal fees as my aunt hired you.""""  Would you believe this same lawyer had the nerve to have one of his assistants contact my son asking for a """"retainer""""?  Well, I instructed my son to write him a letter with the following statement:  """"My aunt hired you and I did not.  If you continue to insist on asking for fees and/or a retainer, I will be forced to report you to the RI Bar Association and the Massachusetts Board of Bar Overseers"""".  Since then, there has been no communication from that lawyer.And, ethnic communities are much more likely to suffer in silence, I know, because I was born in Portugal, raised in the US, and am familiar with the fear the Portuguese have of lawyers, the police and the Courts.  A sensibility/informational campaign geared toward the ethnic communities would produce good results, in my view.  I offer my assistance in that, should you desire.Sincerely,Maria J. Carvalho""",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
No. Thank you,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"No, It has been very helpful thank you!! ",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"Mass is crushing the small business with these taxes. Many larger businesses are likely feeling the pain too. We are pushing business out of MA, that effect should be looked at.",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Support Liberty,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Great info!,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Can I find out if I completed the form and sent it in?I am getting forgetful in my old age. LOL ,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"With the overwhelming success of previous Herbal Diabetes Conferences, Conference Series LLC welcomes you to attend The 24th International Conference on Herbal and Alternative Therapies for Diabetes to be held from November 05-06, 2018, Singapore. Herbal Diabetes 2018 aims to gather leading educational scientists, researchers and research students to exchange & share their experiences and research results about all aspects of Alternative therapies for diabetes",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
this helped me pas my GCSE,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
"""it doesn't tell me if there is help writing an """"appeal"""" request for """"lack of probable cause"""".""",/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Can I have the illusion of helping by giving us homeowners some handling tips? ,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
What happens when your both lives together still but in separate rooms n you have n continue to suffer from abuse pending divorce hearings?,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
Thank you for providing accessibility and floating wheelchairs to those who need it.  My husband with Parkinson's disease can still enjoy the water!,/locations/plymouth-aaa-limited-rmv-services,2018-06-14 00:00:00+00:00
I am a resident of Tennessee and will be working an living in Massachusetts. What will it take for me to lawfully have a shotgun or rifle for hunting in the state?,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
What qualifies as proof of ownership,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
 ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Form was very easy to submit ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
No,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
child support guidelines worksheet is not found on this page,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
No thanks; ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I am very thankful for programs such as yours. I would like to learn more . Thank you,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I am already registered in Mass Pat,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Sure is difficult to find someplace to get printed brochures from Massachusetts.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Is the idea to get everyone to have the real license eventually?  Is the standard license just a stop along the way toward getting the real one?,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Route 3 Exit # 17 Mass Highway  --( The towns speed limit universal sign is still causing a lot of traffic problems   ) -- They should be removed and impounded as a public nuisance. ----  ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"I have a part job, which I have had while I was  employed full time.",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Good info on wild turkeys as I have a single female in my yard.  Will be careful to ebcourage her wildness.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
this is really pretty good thank you so much,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"I have two apts. One with a heatloss of 100,000 btuh and the second with 150,000 btuh. The heating fuel is oil no 2. Ave cost $ 2.89 per gal. The degree days for Brookline is 5330 for last winter 2017/2018. What is my projected cost for the season?",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
We have much more documentation in hard copy regarding this complaint.  What is our next step?,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I found this very informative.  I now need pricing.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Do you still offer transponders?  I have a sister who is moving in from Louisiana and will be re-registering her car once she moves.  She would need a transponder for the trip north.  I have AAA and one transponder in my vehicle.  How do I go about this?,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Disposition of the case involving Nicholas A Santoro,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
To Who It May Concern:I have been retired for 3 years ending on June 30th.  Nage was my Union and they covered our dental plan and eyeglass plan.  Does the state have another dental plan for retirees or will we have to fine one on our own.  Thanks you.  Anne Farley,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Is the dental coverage staying the same for Medicare retirees?,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Atta boy !!!,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Very helpful ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
ADFV,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Need Birth Certificate ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
No.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"Love this site, keep doing what your doing",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
at first  i couldn't find the2018 forms,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
he was every helpfull,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Lots of great data! Thanks!,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"I'm hoping my recertification forms were received, I faxed them Fri 6/8/18,  I'm going to try calling the Lowell office",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
The contact number Dds Boston phone number,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I sent in a renewal for a hoisting engineer license class 2 b over two months ago and have not received a license. The check for the license was cashed back on 4/11. the license number is HE-078525 for Paul Stringer. thanks.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
No thanks.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Not so user friendly. Should be able to scroll from one area to another easily please work on that for a feature..tnks,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"Now that I am more familiar with the new site, I like it -  Thanks!",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
No,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Yes great,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Our landlord is getting away with charging Water and Sewer in the apartment is no meter that can be found,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I'm 67......Looking forward to turning 70 and hoping I can still walk by then.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I need help with my energy bill.Columbia has # 960-512-001-1Nationalgrid #xxx-xx-xxxx7,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I think it is really great that your state provides free/no hassel recreational fishing for retired visitors to your state. I enjoy fishing in all the states I visit and have multiple state non resident fishing permits. Yours is the first I have encountered that is  free and simple to obtain.Hats (fishing) off to Massachusetts!!Tim Holmes,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I would like to have listed more content,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Easy to use and read. I like the hyperlinks to referenced rules.  Would be great if Ethics Committee Opinions on these Rules were readily accessible and easy to locate.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"""My complaint is on behalf of my wife and her treatment at Talbot's Womens Clothing in Northampton, MA.  Specifically the """"Operations Manager"""" Elizabeth.""",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"How is the interest calculated for CETA buyback from 1977. What was the exact amount withheld from regular deductions? I worked for the city of Cambridge, MA.Thank you.",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Public needs more info regarding beneficial pollinators.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I would love to see some of his work!  Would you either include some of his photographs or links to where we can find them?  Thank you for relating the amazing life story of Bill Byrne.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"Please do something about these people ,Frauding every one.They have dozends of people  fooling them.",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
just a response to my e-mail,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"On my,cellphone,there is a sign called neighborhood crime watch,See something,say something something about jeremy reuling,and al krokeger I wish,not to use my name But they did something against the 5th amendment!",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Families are not informed at the time of death by anyone that we must request this report in writing. I have been waiting months with this unknown information weighing on me daily. I called the medical examiner's office today and then learned about the need to request the autopsy report in writing. Wish I had known this sooner.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
No thanks.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
This website is one of the easy to find info on I've use.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Not sure what form of identification is proper to obtain my birth certificate.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Hire more people to call the unemployed back quick than the day schedule ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"Route 3,exit #17 Towns speed limit universal sign is still causing a lot of traffic problems as no such counter sign is visible stating speed limit 30mph exists to counter it’s effects and prevent the triggering of the 25 mph driver speed limit from activating as it implies.The sign located in the center aisle of the approch to the rotary and rte 3 under pass - that strip is owned buy the state out to the rail road bridge the electric street light posts installed on state behalf by light company of teh towns but the poles are the states poles and on state road way — state road way extends from the rotary to the MBTa railroad track over pass — so as to get the cars to rte 3 at time of rte 3 being built. Past state projects state it is owned by the state in town records. The conduit and light posts and other area decals detail it is owned by the state to that traffic light. The traffic light is funded and maintained by the state, etcThe towns 25 mph universal speed limit sign s",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"""What is the """"Full PRR Document""""? There was nothing about uploading a document in the instructions on the previous page, but this is a required field.  Am I supposed to duplicate the information I'm inputting on this page on a Word Doc and upload it?  That seems redundant.""",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
this is a joke  you make to hard to sign back in when  it times out,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
are these forms available in a word document?,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"No, but you can call me at my work number 978-459-8656 x144 if you have any questions. Thanks!",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
No.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"More clarity on taxability of books used for work purposes - strategy, competitive edge books used by employees",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Housing assistance.  Website is not user friendly!,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I very much appreciate this service!,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
you should have a suggestion/compliant box ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Cite law or regulation that this information comes from. Need print button ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"Why is there no form for removal of A/G fuel oil storage tanks. We permit that also, but have to use the FP-292 for U/G tank removals.  also, there should be a checklist similar to self-service motor fuel dispensing for self-service stations, but for full service stations, as they need to be inspected also and the forms would probably be very similar.  Deputy Alfred Elliott, Scituate Fire Dept. aelliott@scituatema.gov",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"Nancy Wilkinson is our only current user, we would like to add Lynne as the second user",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
thanks,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Not sure what is holding up the unemployment checks.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I have not received my estimated tax vouchers for 2018 could you please send them ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Is it legal for unlicensed nutritionists to prescribe macronutrient amounts to clients?,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I would have liked to know if there are tours etc when the visitors center is closed,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
INCLUDED ABOVE,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
"Yes, MCAD is an inferior state agency for enforcing discrimination claims for individuals with disabilities.  Thank you.",/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Do Ineedanew ID card if my address has changed.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Great ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Price of boats ,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Food made with alcohol by definition bears or contains a poisonous or deleterious substance (alcohol) which may render it injurious to health. Cannabis would be the least dangerous ingredient in an alcoholic beverage. WHAT A JOKE.,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I want help to find same were to live asp please call me at 857 352 7756,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Keep up the good work guys!,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
I had WIC for my 3year old son (Jacob Martin D.O.B. 8/25/14) and I need help recertifying him in the program. Thankyou,/locations/plymouth-aaa-limited-rmv-services,2018-06-13 00:00:00+00:00
Please help me asap my Dads doctor is going to print a letter for him with his illnesses to see if that can prevent shut off,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Bo,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Bo,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
How much for each person?,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
How much for each person?,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Average heights per plant would be wonderful to know at a glance.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
I had a hard time renewing online even though I thought I had linked to replace - when I thought I could complete the renewal I got an error in processing or something and told to try later. I had also mailed in an application but panicked because I thought I sent the wrong amount. That went to a PO box you provided. Later I re-wrote a bigger check and sent to 1000 washington st but check is too big and being returned. I still don't know if my first check was received at the PO box or if that was wrong too. I was writing out a lot of checks/bills at that point so can't remember who I sent it all to. Can someone please let me know ASAP as I cannot come in person ( live in CT) and I would like to pay renewal ASAP - joanne scheid AH -OT -1959- 860-918-3461,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
A wiki page on Chelsea Soldiers Home. Go to wiki with me!Brian E.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Buy a home,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
This website is SO much better than the one from my home state (Louisiana),/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"Policies to learn when runni g for city council in Lowell,ma",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Parts of this I didn't understand and found very confusing. It was the medical part about appointments and so on. I never did find a place to list my medical expenses or prescriptions. They are the reason we now have to apply for food stamps. I can't walk and in a wheelchair and my husband just had a stroke and can't talk. ,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
There is a check out there. Any extra cash I can get will be for eversource!!!,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"Your site was easy to navigate, and I found my answer quickly.",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
The page worked well and  was easy to use.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
I have a lot more to tell.Thank you,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Why are unemployment claims so delayed if so many people are employed. ,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
excellent resource information site. Thank you!,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
The information was exactly what I was looking for.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"Tried to pay estimated taxes on line, but very difficult to find correct site",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Why isn't anything being done about opioids in the prison system in ma. So many drugs in prison nothing being done an no help,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
buying on line with the new form is horrible. runs you in circles. will nit try to use again,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
No.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
No.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"Some of the places listed don't have address, or email address how can I get them?",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Military with drivers license from Texas...current  to register a car in Ma...issues?,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
If they were in Pre  Release why would they have to go to a medium place,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
No.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Found exactly what I needed right away.,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Thank you,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
No I am all set,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Tnx,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
No,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
no,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
can I renew my license a few day after my birthday if I am not driving ?,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
can I renew my license a few day after my birthday if I am not driving ?,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"More off-leash areas for dogs (eg., around Woburn) and at BEACHES... or SPECIFIC TIMES at beaches where dogs are allowed, definitely including ON LEASH!!!:-) Thanks, Rachel RatchinRachel.allinthemind@gmail.com",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"Yes, my nephew is living in a home. Regional center is not doing anything about the signs they’re seeing I. Him. He’s being abused. Please call me. I live in las Vegas Nevada. 702 886-3047 angelica collazo ",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
It is exactly what I was looking for and it was very easy to find! ,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"When you look at the Pleasant Bay ACEC - Index Map it has squares that are labeled, so one can see which area they are interested in.  But when you go back to this page and look more closely at a map, they are not labeled the same as the index map.  so for example, I wanted to look more closely at 19e, but I have no idea which of the above shows the box represented by 19e.  the individual maps should have the same labels as the Index Map.",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
Information taken is easy to understand. ,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
"non working , no income at all, sleeping in relatives home so no completely homeless,  thank youdebra dufresneyou can try reaching me bc I don't have a phone.  at 978 906-1066 orxxx-xx-xxxx  or 978-365-2263 ask for debra dufresne",/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
THANK YOU!!!,/locations/plymouth-aaa-limited-rmv-services,2018-06-12 00:00:00+00:00
